,Year,Month,City_Region,Province,NewHousePrice_Index_Type,UOM,VALUE,STATUS,DECIMALS
54345,2018,09,Edmonton, Alberta,Total (house and land),"Index, 201612=100",99.3,,1
54348,2018,09,British Columbia,,Total (house and land),"Index, 201612=100",108.0,,1
54351,2018,09,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.5,,1
54354,2018,09,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",109.1,,1
54357,2018,09,Victoria, British Columbia,Total (house and land),"Index, 201612=100",102.7,,1
54360,2018,10,Canada,,Total (house and land),"Index, 201612=100",103.3,,1
54363,2018,10,Atlantic Region,,Total (house and land),"Index, 201612=100",100.1,,1
54366,2018,10,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",98.4,,1
54369,2018,10,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",98.4,,1
54378,2018,10,Nova Scotia,,Total (house and land),"Index, 201612=100",101.6,,1
54381,2018,10,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",101.6,,1
54384,2018,10,New Brunswick,,Total (house and land),"Index, 201612=100",100.9,,1
54387,2018,10,Saint John, Fredericton,Total (house and land),"Index, 201612=100",100.9,,1
54390,2018,10,Quebec,,Total (house and land),"Index, 201612=100",103.2,,1
54393,2018,10,Québec, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
54396,2018,10,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
54399,2018,10,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.1,,1
54402,2018,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.3,,1
54405,2018,10,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",102.3,,1
54408,2018,10,Ontario,,Total (house and land),"Index, 201612=100",104.5,,1
54411,2018,10,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",109.0,,1
54414,2018,10,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.9,,1
54417,2018,10,Toronto, Ontario,Total (house and land),"Index, 201612=100",103.2,,1
54420,2018,10,Hamilton, Ontario,Total (house and land),"Index, 201612=100",103.7,,1
54423,2018,10,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.0,,1
54426,2018,10,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",103.8,,1
54429,2018,10,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.1,,1
54432,2018,10,London, Ontario,Total (house and land),"Index, 201612=100",111.0,,1
54435,2018,10,Windsor, Ontario,Total (house and land),"Index, 201612=100",105.6,,1
54438,2018,10,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",100.9,,1
54441,2018,10,Prairie Region,,Total (house and land),"Index, 201612=100",99.6,,1
54444,2018,10,Manitoba,,Total (house and land),"Index, 201612=100",104.4,,1
54447,2018,10,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.4,,1
54450,2018,10,Saskatchewan,,Total (house and land),"Index, 201612=100",98.1,,1
54453,2018,10,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",98.2,,1
54456,2018,10,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",98.0,,1
54459,2018,10,Alberta,,Total (house and land),"Index, 201612=100",99.3,,1
54462,2018,10,Calgary, Alberta,Total (house and land),"Index, 201612=100",99.1,,1
54465,2018,10,Edmonton, Alberta,Total (house and land),"Index, 201612=100",99.4,,1
54468,2018,10,British Columbia,,Total (house and land),"Index, 201612=100",108.0,,1
54471,2018,10,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.5,,1
54474,2018,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",109.1,,1
54477,2018,10,Victoria, British Columbia,Total (house and land),"Index, 201612=100",102.7,,1
54480,2018,11,Canada,,Total (house and land),"Index, 201612=100",103.3,,1
54483,2018,11,Atlantic Region,,Total (house and land),"Index, 201612=100",100.0,,1
54486,2018,11,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",98.0,,1
54489,2018,11,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",98.0,,1
54498,2018,11,Nova Scotia,,Total (house and land),"Index, 201612=100",101.6,,1
54501,2018,11,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",101.6,,1
54504,2018,11,New Brunswick,,Total (house and land),"Index, 201612=100",100.9,,1
54507,2018,11,Saint John, Fredericton,Total (house and land),"Index, 201612=100",100.9,,1
54510,2018,11,Quebec,,Total (house and land),"Index, 201612=100",103.5,,1
54513,2018,11,Québec, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
54516,2018,11,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
54519,2018,11,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.1,,1
54522,2018,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.7,,1
54525,2018,11,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",102.2,,1
54528,2018,11,Ontario,,Total (house and land),"Index, 201612=100",104.6,,1
54531,2018,11,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",109.7,,1
54534,2018,11,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.9,,1
54537,2018,11,Toronto, Ontario,Total (house and land),"Index, 201612=100",103.3,,1
54540,2018,11,Hamilton, Ontario,Total (house and land),"Index, 201612=100",103.8,,1
54543,2018,11,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.2,,1
54546,2018,11,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",103.9,,1
54549,2018,11,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.0,,1
54552,2018,11,London, Ontario,Total (house and land),"Index, 201612=100",111.1,,1
54555,2018,11,Windsor, Ontario,Total (house and land),"Index, 201612=100",105.6,,1
54558,2018,11,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",100.9,,1
54561,2018,11,Prairie Region,,Total (house and land),"Index, 201612=100",99.6,,1
54564,2018,11,Manitoba,,Total (house and land),"Index, 201612=100",104.4,,1
54567,2018,11,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.4,,1
54570,2018,11,Saskatchewan,,Total (house and land),"Index, 201612=100",97.9,,1
54573,2018,11,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",97.6,,1
54576,2018,11,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",98.1,,1
54579,2018,11,Alberta,,Total (house and land),"Index, 201612=100",99.3,,1
54582,2018,11,Calgary, Alberta,Total (house and land),"Index, 201612=100",99.3,,1
54585,2018,11,Edmonton, Alberta,Total (house and land),"Index, 201612=100",99.3,,1
54588,2018,11,British Columbia,,Total (house and land),"Index, 201612=100",107.8,,1
54591,2018,11,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.4,,1
54594,2018,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.8,,1
54597,2018,11,Victoria, British Columbia,Total (house and land),"Index, 201612=100",102.6,,1
54600,2018,12,Canada,,Total (house and land),"Index, 201612=100",103.3,,1
54603,2018,12,Atlantic Region,,Total (house and land),"Index, 201612=100",100.0,,1
54606,2018,12,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",98.1,,1
54609,2018,12,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",98.1,,1
54618,2018,12,Nova Scotia,,Total (house and land),"Index, 201612=100",101.6,,1
54621,2018,12,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",101.6,,1
54624,2018,12,New Brunswick,,Total (house and land),"Index, 201612=100",100.9,,1
54627,2018,12,Saint John, Fredericton,Total (house and land),"Index, 201612=100",100.9,,1
54630,2018,12,Quebec,,Total (house and land),"Index, 201612=100",103.5,,1
54633,2018,12,Québec, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
54636,2018,12,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",101.2,,1
54639,2018,12,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.1,,1
54642,2018,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.7,,1
54645,2018,12,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",102.4,,1
54648,2018,12,Ontario,,Total (house and land),"Index, 201612=100",104.6,,1
54651,2018,12,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",110.1,,1
54654,2018,12,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.8,,1
54657,2018,12,Toronto, Ontario,Total (house and land),"Index, 201612=100",103.2,,1
54660,2018,12,Hamilton, Ontario,Total (house and land),"Index, 201612=100",103.8,,1
54663,2018,12,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.4,,1
54666,2018,12,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",103.9,,1
54669,2018,12,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.1,,1
54672,2018,12,London, Ontario,Total (house and land),"Index, 201612=100",111.2,,1
54675,2018,12,Windsor, Ontario,Total (house and land),"Index, 201612=100",105.6,,1
54678,2018,12,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",100.7,,1
54681,2018,12,Prairie Region,,Total (house and land),"Index, 201612=100",99.7,,1
54684,2018,12,Manitoba,,Total (house and land),"Index, 201612=100",104.3,,1
54687,2018,12,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.3,,1
54690,2018,12,Saskatchewan,,Total (house and land),"Index, 201612=100",97.7,,1
54693,2018,12,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",97.2,,1
54696,2018,12,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",98.0,,1
54699,2018,12,Alberta,,Total (house and land),"Index, 201612=100",99.4,,1
54702,2018,12,Calgary, Alberta,Total (house and land),"Index, 201612=100",99.4,,1
54705,2018,12,Edmonton, Alberta,Total (house and land),"Index, 201612=100",99.4,,1
54708,2018,12,British Columbia,,Total (house and land),"Index, 201612=100",107.7,,1
54711,2018,12,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.2,,1
54714,2018,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.7,,1
54717,2018,12,Victoria, British Columbia,Total (house and land),"Index, 201612=100",102.6,,1
54720,2019,01,Canada,,Total (house and land),"Index, 201612=100",103.2,,1
54723,2019,01,Atlantic Region,,Total (house and land),"Index, 201612=100",100.1,,1
54726,2019,01,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",98.1,,1
54729,2019,01,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",98.1,,1
54738,2019,01,Nova Scotia,,Total (house and land),"Index, 201612=100",101.9,,1
54741,2019,01,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",101.9,,1
54744,2019,01,New Brunswick,,Total (house and land),"Index, 201612=100",100.9,,1
54747,2019,01,Saint John, Fredericton,Total (house and land),"Index, 201612=100",100.9,,1
54750,2019,01,Quebec,,Total (house and land),"Index, 201612=100",103.6,,1
54753,2019,01,Québec, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
54756,2019,01,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",101.2,,1
54759,2019,01,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.4,,1
54762,2019,01,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.8,,1
54765,2019,01,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",102.4,,1
54768,2019,01,Ontario,,Total (house and land),"Index, 201612=100",104.5,,1
54771,2019,01,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",110.3,,1
54774,2019,01,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.8,,1
54777,2019,01,Toronto, Ontario,Total (house and land),"Index, 201612=100",103.0,,1
54780,2019,01,Hamilton, Ontario,Total (house and land),"Index, 201612=100",103.8,,1
54783,2019,01,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.6,,1
54786,2019,01,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",103.9,,1
54789,2019,01,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.1,,1
54792,2019,01,London, Ontario,Total (house and land),"Index, 201612=100",111.2,,1
54795,2019,01,Windsor, Ontario,Total (house and land),"Index, 201612=100",105.6,,1
54798,2019,01,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",100.9,,1
54801,2019,01,Prairie Region,,Total (house and land),"Index, 201612=100",99.6,,1
54804,2019,01,Manitoba,,Total (house and land),"Index, 201612=100",104.5,,1
54807,2019,01,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.5,,1
54810,2019,01,Saskatchewan,,Total (house and land),"Index, 201612=100",97.6,,1
54813,2019,01,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",97.4,,1
54816,2019,01,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",97.7,,1
54819,2019,01,Alberta,,Total (house and land),"Index, 201612=100",99.3,,1
54822,2019,01,Calgary, Alberta,Total (house and land),"Index, 201612=100",99.2,,1
54825,2019,01,Edmonton, Alberta,Total (house and land),"Index, 201612=100",99.3,,1
54828,2019,01,British Columbia,,Total (house and land),"Index, 201612=100",107.6,,1
54831,2019,01,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.2,,1
54834,2019,01,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.6,,1
54837,2019,01,Victoria, British Columbia,Total (house and land),"Index, 201612=100",102.5,,1
54840,2019,02,Canada,,Total (house and land),"Index, 201612=100",103.2,,1
54843,2019,02,Atlantic Region,,Total (house and land),"Index, 201612=100",100.2,,1
54846,2019,02,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",98.1,,1
54849,2019,02,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",98.1,,1
54858,2019,02,Nova Scotia,,Total (house and land),"Index, 201612=100",102.1,,1
54861,2019,02,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.1,,1
54864,2019,02,New Brunswick,,Total (house and land),"Index, 201612=100",100.9,,1
54867,2019,02,Saint John, Fredericton,Total (house and land),"Index, 201612=100",100.9,,1
54870,2019,02,Quebec,,Total (house and land),"Index, 201612=100",103.6,,1
54873,2019,02,Québec, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
54876,2019,02,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",101.2,,1
54879,2019,02,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.4,,1
54882,2019,02,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.9,,1
54885,2019,02,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",102.4,,1
54888,2019,02,Ontario,,Total (house and land),"Index, 201612=100",104.5,,1
54891,2019,02,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",110.4,,1
54894,2019,02,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.6,,1
54897,2019,02,Toronto, Ontario,Total (house and land),"Index, 201612=100",103.0,,1
54900,2019,02,Hamilton, Ontario,Total (house and land),"Index, 201612=100",103.8,,1
54903,2019,02,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.6,,1
54906,2019,02,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",104.0,,1
54909,2019,02,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.0,,1
54912,2019,02,London, Ontario,Total (house and land),"Index, 201612=100",111.9,,1
54915,2019,02,Windsor, Ontario,Total (house and land),"Index, 201612=100",106.2,,1
54918,2019,02,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.2,,1
54921,2019,02,Prairie Region,,Total (house and land),"Index, 201612=100",99.5,,1
54924,2019,02,Manitoba,,Total (house and land),"Index, 201612=100",104.5,,1
54927,2019,02,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.5,,1
54930,2019,02,Saskatchewan,,Total (house and land),"Index, 201612=100",97.6,,1
54933,2019,02,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",97.2,,1
54936,2019,02,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",97.8,,1
54939,2019,02,Alberta,,Total (house and land),"Index, 201612=100",99.2,,1
54942,2019,02,Calgary, Alberta,Total (house and land),"Index, 201612=100",99.2,,1
54945,2019,02,Edmonton, Alberta,Total (house and land),"Index, 201612=100",99.2,,1
54948,2019,02,British Columbia,,Total (house and land),"Index, 201612=100",107.4,,1
54951,2019,02,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.2,,1
54954,2019,02,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.3,,1
54957,2019,02,Victoria, British Columbia,Total (house and land),"Index, 201612=100",102.8,,1
54960,2019,03,Canada,,Total (house and land),"Index, 201612=100",103.2,,1
54963,2019,03,Atlantic Region,,Total (house and land),"Index, 201612=100",100.2,,1
54966,2019,03,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",98.1,,1
54969,2019,03,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",98.1,,1
54978,2019,03,Nova Scotia,,Total (house and land),"Index, 201612=100",102.1,,1
54981,2019,03,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.1,,1
54984,2019,03,New Brunswick,,Total (house and land),"Index, 201612=100",100.9,,1
54987,2019,03,Saint John, Fredericton,Total (house and land),"Index, 201612=100",100.9,,1
54990,2019,03,Quebec,,Total (house and land),"Index, 201612=100",103.7,,1
54993,2019,03,Québec, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
54996,2019,03,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",101.4,,1
54999,2019,03,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.6,,1
55002,2019,03,Montréal, Quebec,Total (house and land),"Index, 201612=100",104.9,,1
55005,2019,03,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",102.8,,1
55008,2019,03,Ontario,,Total (house and land),"Index, 201612=100",104.6,,1
55011,2019,03,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",110.5,,1
55014,2019,03,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.4,,1
55017,2019,03,Toronto, Ontario,Total (house and land),"Index, 201612=100",103.0,,1
55020,2019,03,Hamilton, Ontario,Total (house and land),"Index, 201612=100",103.6,,1
55023,2019,03,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.4,,1
55026,2019,03,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",104.0,,1
55029,2019,03,Guelph, Ontario,Total (house and land),"Index, 201612=100",104.9,,1
55032,2019,03,London, Ontario,Total (house and land),"Index, 201612=100",112.2,,1
55035,2019,03,Windsor, Ontario,Total (house and land),"Index, 201612=100",106.4,,1
55038,2019,03,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.3,,1
55041,2019,03,Prairie Region,,Total (house and land),"Index, 201612=100",99.4,,1
55044,2019,03,Manitoba,,Total (house and land),"Index, 201612=100",104.7,,1
55047,2019,03,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.7,,1
55050,2019,03,Saskatchewan,,Total (house and land),"Index, 201612=100",97.6,,1
55053,2019,03,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",97.1,,1
55056,2019,03,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",97.8,,1
55059,2019,03,Alberta,,Total (house and land),"Index, 201612=100",99.1,,1
55062,2019,03,Calgary, Alberta,Total (house and land),"Index, 201612=100",99.1,,1
55065,2019,03,Edmonton, Alberta,Total (house and land),"Index, 201612=100",99.0,,1
55068,2019,03,British Columbia,,Total (house and land),"Index, 201612=100",107.4,,1
55071,2019,03,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.2,,1
55074,2019,03,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.4,,1
55077,2019,03,Victoria, British Columbia,Total (house and land),"Index, 201612=100",102.4,,1
55080,2019,04,Canada,,Total (house and land),"Index, 201612=100",103.2,,1
55083,2019,04,Atlantic Region,,Total (house and land),"Index, 201612=100",100.1,,1
55086,2019,04,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",97.8,,1
55089,2019,04,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",97.8,,1
55098,2019,04,Nova Scotia,,Total (house and land),"Index, 201612=100",102.1,,1
55101,2019,04,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.1,,1
55104,2019,04,New Brunswick,,Total (house and land),"Index, 201612=100",100.9,,1
55107,2019,04,Saint John, Fredericton,Total (house and land),"Index, 201612=100",100.9,,1
55110,2019,04,Quebec,,Total (house and land),"Index, 201612=100",103.8,,1
55113,2019,04,Québec, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
55116,2019,04,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",101.4,,1
55119,2019,04,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.6,,1
55122,2019,04,Montréal, Quebec,Total (house and land),"Index, 201612=100",105.0,,1
55125,2019,04,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",103.2,,1
55128,2019,04,Ontario,,Total (house and land),"Index, 201612=100",104.6,,1
55131,2019,04,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",111.1,,1
55134,2019,04,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.4,,1
55137,2019,04,Toronto, Ontario,Total (house and land),"Index, 201612=100",102.9,,1
55140,2019,04,Hamilton, Ontario,Total (house and land),"Index, 201612=100",103.9,,1
55143,2019,04,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.4,,1
55146,2019,04,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",104.3,,1
55149,2019,04,Guelph, Ontario,Total (house and land),"Index, 201612=100",104.9,,1
55152,2019,04,London, Ontario,Total (house and land),"Index, 201612=100",112.6,,1
55155,2019,04,Windsor, Ontario,Total (house and land),"Index, 201612=100",106.6,,1
55158,2019,04,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.3,,1
55161,2019,04,Prairie Region,,Total (house and land),"Index, 201612=100",99.2,,1
55164,2019,04,Manitoba,,Total (house and land),"Index, 201612=100",104.8,,1
55167,2019,04,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.8,,1
55170,2019,04,Saskatchewan,,Total (house and land),"Index, 201612=100",96.9,,1
55173,2019,04,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",96.3,,1
55176,2019,04,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",97.3,,1
55179,2019,04,Alberta,,Total (house and land),"Index, 201612=100",98.8,,1
55182,2019,04,Calgary, Alberta,Total (house and land),"Index, 201612=100",98.5,,1
55185,2019,04,Edmonton, Alberta,Total (house and land),"Index, 201612=100",99.0,,1
55188,2019,04,British Columbia,,Total (house and land),"Index, 201612=100",107.2,,1
55191,2019,04,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",103.2,,1
55194,2019,04,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",108.2,,1
55197,2019,04,Victoria, British Columbia,Total (house and land),"Index, 201612=100",101.8,,1
55200,2019,05,Canada,,Total (house and land),"Index, 201612=100",103.1,,1
55203,2019,05,Atlantic Region,,Total (house and land),"Index, 201612=100",100.3,,1
55206,2019,05,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",97.8,,1
55209,2019,05,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",97.8,,1
55218,2019,05,Nova Scotia,,Total (house and land),"Index, 201612=100",102.5,,1
55221,2019,05,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.5,,1
55224,2019,05,New Brunswick,,Total (house and land),"Index, 201612=100",100.9,,1
55227,2019,05,Saint John, Fredericton,Total (house and land),"Index, 201612=100",100.9,,1
55230,2019,05,Quebec,,Total (house and land),"Index, 201612=100",104.0,,1
55233,2019,05,Québec, Quebec,Total (house and land),"Index, 201612=100",100.8,,1
55236,2019,05,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",101.4,,1
55239,2019,05,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.6,,1
55242,2019,05,Montréal, Quebec,Total (house and land),"Index, 201612=100",105.3,,1
55245,2019,05,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",103.4,,1
55248,2019,05,Ontario,,Total (house and land),"Index, 201612=100",104.6,,1
55251,2019,05,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",111.8,,1
55254,2019,05,Oshawa, Ontario,Total (house and land),"Index, 201612=100",103.6,,1
55257,2019,05,Toronto, Ontario,Total (house and land),"Index, 201612=100",102.6,,1
55260,2019,05,Hamilton, Ontario,Total (house and land),"Index, 201612=100",103.9,,1
55263,2019,05,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",106.7,,1
55266,2019,05,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",104.3,,1
55269,2019,05,Guelph, Ontario,Total (house and land),"Index, 201612=100",105.3,,1
55272,2019,05,London, Ontario,Total (house and land),"Index, 201612=100",112.8,,1
55275,2019,05,Windsor, Ontario,Total (house and land),"Index, 201612=100",106.7,,1
55278,2019,05,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",101.3,,1
55281,2019,05,Prairie Region,,Total (house and land),"Index, 201612=100",99.0,,1
55284,2019,05,Manitoba,,Total (house and land),"Index, 201612=100",104.6,,1
55287,2019,05,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",104.6,,1
55290,2019,05,Saskatchewan,,Total (house and land),"Index, 201612=100",96.8,,1
55293,2019,05,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",96.8,,1
55296,2019,05,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",96.8,,1
55299,2019,05,Alberta,,Total (house and land),"Index, 201612=100",98.6,,1
55302,2019,05,Calgary, Alberta,Total (house and land),"Index, 201612=100",98.4,,1
55305,2019,05,Edmonton, Alberta,Total (house and land),"Index, 201612=100",98.7,,1
55308,2019,05,British Columbia,,Total (house and land),"Index, 201612=100",106.9,,1
55311,2019,05,Kelowna, British Columbia,Total (house and land),"Index, 201612=100",102.9,,1
55314,2019,05,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",107.9,,1
55317,2019,05,Victoria, British Columbia,Total (house and land),"Index, 201612=100",101.4,,1
55320,2019,06,Canada,,Total (house and land),"Index, 201612=100",103.0,,1
55323,2019,06,Atlantic Region,,Total (house and land),"Index, 201612=100",100.2,,1
55326,2019,06,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",97.3,,1
55329,2019,06,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",97.3,,1
55338,2019,06,Nova Scotia,,Total (house and land),"Index, 201612=100",102.5,,1
55341,2019,06,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",102.5,,1
55344,2019,06,New Brunswick,,Total (house and land),"Index, 201612=100",100.9,,1
55347,2019,06,Saint John, Fredericton,Total (house and land),"Index, 201612=100",100.9,,1
55350,2019,06,Quebec,,Total (house and land),"Index, 201612=100",104.3,,1
55353,2019,06,Québec, Quebec,Total (house and land),"Index, 201612=100",100.7,,1
55356,2019,06,Sherbrooke, Quebec,Total (house and land),"Index, 201612=100",101.4,,1
55359,2019,06,Trois-Rivières, Quebec,Total (house and land),"Index, 201612=100",101.6,,1
55362,2019,06,Montréal, Quebec,Total (house and land),"Index, 201612=100",105.6,,1
55365,2019,06,Ottawa-Gatineau, Quebec part,Total (house and land),"Index, 201612=100",104.4,,1
