,Year,Month,City_Region,Province,NewHousePrice_Index_Type,UOM,VALUE,STATUS,DECIMALS
29718,2001,08,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.1,,1
29721,2001,08,Prairie Region,,Total (house and land),"Index, 201612=100",47.0,,1
29724,2001,08,Manitoba,,Total (house and land),"Index, 201612=100",46.2,,1
29727,2001,08,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.2,,1
29730,2001,08,Saskatchewan,,Total (house and land),"Index, 201612=100",43.3,,1
29733,2001,08,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.5,,1
29736,2001,08,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.6,,1
29739,2001,08,Alberta,,Total (house and land),"Index, 201612=100",47.6,,1
29742,2001,08,Calgary, Alberta,Total (house and land),"Index, 201612=100",43.9,,1
29745,2001,08,Edmonton, Alberta,Total (house and land),"Index, 201612=100",51.5,,1
29748,2001,08,British Columbia,,Total (house and land),"Index, 201612=100",74.8,,1
29754,2001,08,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",73.7,,1
29757,2001,08,Victoria, British Columbia,Total (house and land),"Index, 201612=100",84.0,,1
29760,2001,09,Canada,,Total (house and land),"Index, 201612=100",59.9,,1
29763,2001,09,Atlantic Region,,Total (house and land),"Index, 201612=100",64.9,,1
29766,2001,09,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",50.6,,1
29769,2001,09,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",50.6,,1
29772,2001,09,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.8,,1
29775,2001,09,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.8,,1
29778,2001,09,Nova Scotia,,Total (house and land),"Index, 201612=100",66.9,,1
29781,2001,09,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",66.9,,1
29784,2001,09,New Brunswick,,Total (house and land),"Index, 201612=100",78.5,,1
29787,2001,09,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.5,,1
29790,2001,09,Quebec,,Total (house and land),"Index, 201612=100",61.2,,1
29793,2001,09,Québec, Quebec,Total (house and land),"Index, 201612=100",59.9,,1
29802,2001,09,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.4,,1
29808,2001,09,Ontario,,Total (house and land),"Index, 201612=100",60.1,,1
29811,2001,09,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",66.9,,1
29817,2001,09,Toronto, Ontario,Total (house and land),"Index, 201612=100",56.8,,1
29820,2001,09,Hamilton, Ontario,Total (house and land),"Index, 201612=100",61.9,,1
29823,2001,09,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",62.7,,1
29826,2001,09,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",67.8,,1
29832,2001,09,London, Ontario,Total (house and land),"Index, 201612=100",65.1,,1
29835,2001,09,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
29838,2001,09,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.4,,1
29841,2001,09,Prairie Region,,Total (house and land),"Index, 201612=100",47.2,,1
29844,2001,09,Manitoba,,Total (house and land),"Index, 201612=100",46.3,,1
29847,2001,09,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.3,,1
29850,2001,09,Saskatchewan,,Total (house and land),"Index, 201612=100",43.3,,1
29853,2001,09,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.5,,1
29856,2001,09,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.6,,1
29859,2001,09,Alberta,,Total (house and land),"Index, 201612=100",47.7,,1
29862,2001,09,Calgary, Alberta,Total (house and land),"Index, 201612=100",44.1,,1
29865,2001,09,Edmonton, Alberta,Total (house and land),"Index, 201612=100",51.6,,1
29868,2001,09,British Columbia,,Total (house and land),"Index, 201612=100",75.0,,1
29874,2001,09,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.0,,1
29877,2001,09,Victoria, British Columbia,Total (house and land),"Index, 201612=100",83.9,,1
29880,2001,10,Canada,,Total (house and land),"Index, 201612=100",59.9,,1
29883,2001,10,Atlantic Region,,Total (house and land),"Index, 201612=100",65.1,,1
29886,2001,10,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",50.6,,1
29889,2001,10,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",50.6,,1
29892,2001,10,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.8,,1
29895,2001,10,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.8,,1
29898,2001,10,Nova Scotia,,Total (house and land),"Index, 201612=100",67.2,,1
29901,2001,10,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",67.2,,1
29904,2001,10,New Brunswick,,Total (house and land),"Index, 201612=100",78.6,,1
29907,2001,10,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.6,,1
29910,2001,10,Quebec,,Total (house and land),"Index, 201612=100",61.3,,1
29913,2001,10,Québec, Quebec,Total (house and land),"Index, 201612=100",59.6,,1
29922,2001,10,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.6,,1
29928,2001,10,Ontario,,Total (house and land),"Index, 201612=100",60.1,,1
29931,2001,10,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",67.4,,1
29937,2001,10,Toronto, Ontario,Total (house and land),"Index, 201612=100",56.8,,1
29940,2001,10,Hamilton, Ontario,Total (house and land),"Index, 201612=100",62.2,,1
29943,2001,10,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",62.5,,1
29946,2001,10,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",68.1,,1
29952,2001,10,London, Ontario,Total (house and land),"Index, 201612=100",65.2,,1
29955,2001,10,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
29958,2001,10,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.4,,1
29961,2001,10,Prairie Region,,Total (house and land),"Index, 201612=100",47.2,,1
29964,2001,10,Manitoba,,Total (house and land),"Index, 201612=100",46.3,,1
29967,2001,10,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.3,,1
29970,2001,10,Saskatchewan,,Total (house and land),"Index, 201612=100",43.3,,1
29973,2001,10,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.5,,1
29976,2001,10,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.6,,1
29979,2001,10,Alberta,,Total (house and land),"Index, 201612=100",47.8,,1
29982,2001,10,Calgary, Alberta,Total (house and land),"Index, 201612=100",44.2,,1
29985,2001,10,Edmonton, Alberta,Total (house and land),"Index, 201612=100",51.6,,1
29988,2001,10,British Columbia,,Total (house and land),"Index, 201612=100",75.3,,1
29994,2001,10,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.3,,1
29997,2001,10,Victoria, British Columbia,Total (house and land),"Index, 201612=100",84.0,,1
30000,2001,11,Canada,,Total (house and land),"Index, 201612=100",60.1,,1
30003,2001,11,Atlantic Region,,Total (house and land),"Index, 201612=100",65.2,,1
30006,2001,11,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",50.6,,1
30009,2001,11,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",50.6,,1
30012,2001,11,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.9,,1
30015,2001,11,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.9,,1
30018,2001,11,Nova Scotia,,Total (house and land),"Index, 201612=100",67.6,,1
30021,2001,11,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",67.6,,1
30024,2001,11,New Brunswick,,Total (house and land),"Index, 201612=100",78.6,,1
30027,2001,11,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.6,,1
30030,2001,11,Quebec,,Total (house and land),"Index, 201612=100",61.4,,1
30033,2001,11,Québec, Quebec,Total (house and land),"Index, 201612=100",59.6,,1
30042,2001,11,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.7,,1
30048,2001,11,Ontario,,Total (house and land),"Index, 201612=100",60.3,,1
30051,2001,11,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",67.5,,1
30057,2001,11,Toronto, Ontario,Total (house and land),"Index, 201612=100",57.0,,1
30060,2001,11,Hamilton, Ontario,Total (house and land),"Index, 201612=100",61.8,,1
30063,2001,11,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",62.5,,1
30066,2001,11,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",67.6,,1
30072,2001,11,London, Ontario,Total (house and land),"Index, 201612=100",65.6,,1
30075,2001,11,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
30078,2001,11,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.3,,1
30081,2001,11,Prairie Region,,Total (house and land),"Index, 201612=100",47.5,,1
30084,2001,11,Manitoba,,Total (house and land),"Index, 201612=100",46.6,,1
30087,2001,11,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.6,,1
30090,2001,11,Saskatchewan,,Total (house and land),"Index, 201612=100",43.3,,1
30093,2001,11,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.5,,1
30096,2001,11,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.6,,1
30099,2001,11,Alberta,,Total (house and land),"Index, 201612=100",48.1,,1
30102,2001,11,Calgary, Alberta,Total (house and land),"Index, 201612=100",44.4,,1
30105,2001,11,Edmonton, Alberta,Total (house and land),"Index, 201612=100",51.9,,1
30108,2001,11,British Columbia,,Total (house and land),"Index, 201612=100",75.4,,1
30114,2001,11,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.5,,1
30117,2001,11,Victoria, British Columbia,Total (house and land),"Index, 201612=100",84.1,,1
30120,2001,12,Canada,,Total (house and land),"Index, 201612=100",60.2,,1
30123,2001,12,Atlantic Region,,Total (house and land),"Index, 201612=100",65.3,,1
30126,2001,12,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",50.6,,1
30129,2001,12,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",50.6,,1
30132,2001,12,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.9,,1
30135,2001,12,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.9,,1
30138,2001,12,Nova Scotia,,Total (house and land),"Index, 201612=100",67.6,,1
30141,2001,12,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",67.6,,1
30144,2001,12,New Brunswick,,Total (house and land),"Index, 201612=100",78.7,,1
30147,2001,12,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.7,,1
30150,2001,12,Quebec,,Total (house and land),"Index, 201612=100",61.4,,1
30153,2001,12,Québec, Quebec,Total (house and land),"Index, 201612=100",59.6,,1
30162,2001,12,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.7,,1
30168,2001,12,Ontario,,Total (house and land),"Index, 201612=100",60.3,,1
30171,2001,12,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",68.1,,1
30177,2001,12,Toronto, Ontario,Total (house and land),"Index, 201612=100",57.0,,1
30180,2001,12,Hamilton, Ontario,Total (house and land),"Index, 201612=100",61.9,,1
30183,2001,12,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",62.6,,1
30186,2001,12,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",67.8,,1
30192,2001,12,London, Ontario,Total (house and land),"Index, 201612=100",65.5,,1
30195,2001,12,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
30198,2001,12,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.7,,1
30201,2001,12,Prairie Region,,Total (house and land),"Index, 201612=100",47.5,,1
30204,2001,12,Manitoba,,Total (house and land),"Index, 201612=100",46.7,,1
30207,2001,12,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.7,,1
30210,2001,12,Saskatchewan,,Total (house and land),"Index, 201612=100",43.4,,1
30213,2001,12,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.6,,1
30216,2001,12,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.7,,1
30219,2001,12,Alberta,,Total (house and land),"Index, 201612=100",48.1,,1
30222,2001,12,Calgary, Alberta,Total (house and land),"Index, 201612=100",44.5,,1
30225,2001,12,Edmonton, Alberta,Total (house and land),"Index, 201612=100",52.0,,1
30228,2001,12,British Columbia,,Total (house and land),"Index, 201612=100",75.4,,1
30234,2001,12,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.4,,1
30237,2001,12,Victoria, British Columbia,Total (house and land),"Index, 201612=100",84.1,,1
30240,2002,01,Canada,,Total (house and land),"Index, 201612=100",60.4,,1
30243,2002,01,Atlantic Region,,Total (house and land),"Index, 201612=100",65.5,,1
30246,2002,01,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",50.6,,1
30249,2002,01,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",50.6,,1
30252,2002,01,Prince Edward Island,,Total (house and land),"Index, 201612=100",85.9,,1
30255,2002,01,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",85.9,,1
30258,2002,01,Nova Scotia,,Total (house and land),"Index, 201612=100",68.3,,1
30261,2002,01,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",68.3,,1
30264,2002,01,New Brunswick,,Total (house and land),"Index, 201612=100",78.7,,1
30267,2002,01,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.7,,1
30270,2002,01,Quebec,,Total (house and land),"Index, 201612=100",61.7,,1
30273,2002,01,Québec, Quebec,Total (house and land),"Index, 201612=100",60.0,,1
30282,2002,01,Montréal, Quebec,Total (house and land),"Index, 201612=100",61.9,,1
30288,2002,01,Ontario,,Total (house and land),"Index, 201612=100",60.6,,1
30291,2002,01,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",69.0,,1
30297,2002,01,Toronto, Ontario,Total (house and land),"Index, 201612=100",57.1,,1
30300,2002,01,Hamilton, Ontario,Total (house and land),"Index, 201612=100",62.0,,1
30303,2002,01,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",63.0,,1
30306,2002,01,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",68.1,,1
30312,2002,01,London, Ontario,Total (house and land),"Index, 201612=100",66.3,,1
30315,2002,01,Windsor, Ontario,Total (house and land),"Index, 201612=100",92.7,,1
30318,2002,01,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.5,,1
30321,2002,01,Prairie Region,,Total (house and land),"Index, 201612=100",47.7,,1
30324,2002,01,Manitoba,,Total (house and land),"Index, 201612=100",46.7,,1
30327,2002,01,Winnipeg, Manitoba,Total (house and land),"Index, 201612=100",46.7,,1
30330,2002,01,Saskatchewan,,Total (house and land),"Index, 201612=100",43.4,,1
30333,2002,01,Regina, Saskatchewan,Total (house and land),"Index, 201612=100",38.6,,1
30336,2002,01,Saskatoon, Saskatchewan,Total (house and land),"Index, 201612=100",47.7,,1
30339,2002,01,Alberta,,Total (house and land),"Index, 201612=100",48.3,,1
30342,2002,01,Calgary, Alberta,Total (house and land),"Index, 201612=100",44.7,,1
30345,2002,01,Edmonton, Alberta,Total (house and land),"Index, 201612=100",52.3,,1
30348,2002,01,British Columbia,,Total (house and land),"Index, 201612=100",75.6,,1
30354,2002,01,Vancouver, British Columbia,Total (house and land),"Index, 201612=100",74.6,,1
30357,2002,01,Victoria, British Columbia,Total (house and land),"Index, 201612=100",84.1,,1
30360,2002,02,Canada,,Total (house and land),"Index, 201612=100",60.8,,1
30363,2002,02,Atlantic Region,,Total (house and land),"Index, 201612=100",65.7,,1
30366,2002,02,Newfoundland and Labrador,,Total (house and land),"Index, 201612=100",51.2,,1
30369,2002,02,St. John's, Newfoundland and Labrador,Total (house and land),"Index, 201612=100",51.2,,1
30372,2002,02,Prince Edward Island,,Total (house and land),"Index, 201612=100",86.2,,1
30375,2002,02,Charlottetown, Prince Edward Island,Total (house and land),"Index, 201612=100",86.2,,1
30378,2002,02,Nova Scotia,,Total (house and land),"Index, 201612=100",68.3,,1
30381,2002,02,Halifax, Nova Scotia,Total (house and land),"Index, 201612=100",68.3,,1
30384,2002,02,New Brunswick,,Total (house and land),"Index, 201612=100",78.9,,1
30387,2002,02,Saint John, Fredericton,Total (house and land),"Index, 201612=100",78.9,,1
30390,2002,02,Quebec,,Total (house and land),"Index, 201612=100",62.0,,1
30393,2002,02,Québec, Quebec,Total (house and land),"Index, 201612=100",60.4,,1
30402,2002,02,Montréal, Quebec,Total (house and land),"Index, 201612=100",62.2,,1
30408,2002,02,Ontario,,Total (house and land),"Index, 201612=100",61.0,,1
30411,2002,02,Ottawa-Gatineau, Ontario part,Total (house and land),"Index, 201612=100",69.3,,1
30417,2002,02,Toronto, Ontario,Total (house and land),"Index, 201612=100",57.6,,1
30420,2002,02,Hamilton, Ontario,Total (house and land),"Index, 201612=100",62.5,,1
30423,2002,02,St. Catharines-Niagara, Ontario,Total (house and land),"Index, 201612=100",62.7,,1
30426,2002,02,Kitchener-Cambridge-Waterloo, Ontario,Total (house and land),"Index, 201612=100",68.2,,1
30432,2002,02,London, Ontario,Total (house and land),"Index, 201612=100",66.3,,1
30435,2002,02,Windsor, Ontario,Total (house and land),"Index, 201612=100",93.2,,1
30438,2002,02,Greater Sudbury, Ontario,Total (house and land),"Index, 201612=100",81.5,,1
